minbound,shape,unit
-55500,38,1500
-7500,24,1500
0,24,3000

IX,IY,IZ,value
0,9,4,1
0,9,5,1
0,9,6,1
0,9,7,1
0,9,8,1
0,9,9,1
0,9,10,1
0,9,11,1
0,9,12,1
0,9,13,1
0,9,14,1
0,9,15,1
0,9,16,1
0,9,17,1
0,9,18,1
0,9,19,1
0,9,20,1
0,9,21,1
0,9,22,1
0,9,23,1
0,10,0,1
0,10,1,1
0,10,2,1
0,10,3,1
0,10,4,1
0,10,5,1
0,10,6,1
0,10,7,1
0,10,8,1
0,10,9,1
0,10,10,1
0,10,11,1
0,10,12,1
0,10,13,1
0,10,14,1
0,10,15,1
0,10,16,1
0,10,17,1
0,10,18,1
0,10,19,1
0,10,20,1
0,10,21,1
0,10,22,1
0,10,23,1
0,11,0,1
0,11,1,1
0,11,2,1
0,11,3,1
0,11,4,1
0,11,5,1
0,11,6,1
0,11,7,1
0,11,8,1
0,11,9,1
0,11,10,1
0,11,11,1
0,11,12,1
0,11,13,1
0,11,14,1
0,11,15,1
0,11,16,1
0,11,17,1
0,11,18,1
0,11,19,1
0,11,20,1
0,11,21,1
0,11,22,1
0,11,23,1
0,12,0,1
0,12,1,1
0,12,2,1
0,12,3,1
0,12,4,1
0,12,5,1
0,12,6,1
0,12,7,1
0,12,8,1
0,12,9,1
0,12,10,1
0,12,11,1
0,12,12,1
0,12,13,1
0,12,14,1
0,12,15,1
0,12,16,1
0,12,17,1
0,12,18,1
0,12,19,1
0,12,20,1
0,12,21,1
0,12,22,1
0,12,23,1
0,13,0,1
0,13,1,1
0,13,2,1
0,13,3,1
0,13,4,1
0,13,5,1
0,13,6,1
0,13,7,1
0,13,8,1
0,13,9,1
0,13,10,1
0,13,11,1
0,13,12,1
0,13,13,1
0,13,14,1
0,13,15,1
0,13,16,1
0,13,17,1
0,13,18,1
0,13,19,1
0,13,20,1
0,13,21,1
0,13,22,1
0,13,23,1
0,14,0,1
0,14,1,1
0,14,2,1
0,14,3,1
0,14,4,1
0,14,5,1
0,14,6,1
0,14,7,1
0,14,8,1
0,14,9,1
0,14,10,1
0,14,11,1
0,14,12,1
0,14,13,1
0,14,14,1
0,14,15,1
0,14,16,1
0,14,17,1
0,14,18,1
0,14,19,1
0,14,20,1
0,14,21,1
0,14,22,1
0,14,23,1
0,15,0,1
0,15,1,1
0,15,2,1
0,15,3,1
0,15,4,1
0,15,5,1
0,15,6,1
0,15,7,1
0,15,8,1
0,15,9,1
0,15,10,1
0,15,11,1
0,15,12,1
0,15,13,1
0,15,14,1
0,15,15,1
0,15,16,1
0,15,17,1
0,15,18,1
0,15,19,1
0,15,20,1
0,15,21,1
0,15,22,1
0,15,23,1
0,16,0,1
0,16,1,1
0,16,2,1
0,16,3,1
0,16,4,1
0,16,5,1
0,16,6,1
0,16,7,1
0,16,8,1
0,16,9,1
0,16,10,1
0,16,11,1
0,16,12,1
0,16,13,1
0,16,14,1
0,16,15,1
0,16,16,1
0,16,17,1
0,16,18,1
0,16,19,1
0,16,20,1
0,16,21,1
0,16,22,1
0,16,23,1
0,17,0,1
0,17,1,1
0,17,2,1
0,17,3,1
0,17,4,1
0,17,5,1
0,17,6,1
0,17,7,1
0,17,8,1
0,17,9,1
0,17,10,1
0,17,11,1
0,17,12,1
0,17,13,1
0,17,14,1
0,17,15,1
0,17,16,1
0,17,17,1
0,17,18,1
0,17,19,1
0,17,20,1
0,17,21,1
0,17,22,1
0,17,23,1
0,18,0,1
0,18,1,1
0,18,2,1
0,18,3,1
0,18,4,1
0,18,5,1
0,18,6,1
0,18,7,1
0,18,8,1
0,18,9,1
0,18,10,1
0,18,11,1
0,18,12,1
0,18,13,1
0,18,14,1
0,18,15,1
0,18,16,1
0,18,17,1
0,18,18,1
0,18,19,1
0,18,20,1
0,18,21,1
0,18,22,1
0,18,23,1
0,19,0,1
0,19,1,1
0,19,2,1
0,19,3,1
0,19,4,1
0,19,5,1
0,19,6,1
0,19,7,1
0,19,8,1
0,19,9,1
0,19,10,1
0,19,11,1
0,19,12,1
0,19,13,1
0,19,14,1
0,19,15,1
0,19,16,1
0,19,17,1
0,19,18,1
0,19,19,1
0,19,20,1
0,19,21,1
0,19,22,1
0,19,23,1
0,20,0,1
0,20,1,1
0,20,2,1
0,20,3,1
0,20,4,1
0,20,5,1
0,20,6,1
0,20,7,1
0,20,8,1
0,20,9,1
0,20,10,1
0,20,11,1
0,20,12,1
0,20,13,1
0,20,14,1
0,20,15,1
0,20,16,1
0,20,17,1
0,20,18,1
0,20,19,1
0,20,20,1
0,20,21,1
0,20,22,1
0,20,23,1
0,21,0,1
0,21,1,1
0,21,2,1
0,21,3,1
0,21,4,1
0,21,5,1
0,21,6,1
0,21,7,1
0,21,8,1
0,21,9,1
0,21,10,1
0,21,11,1
0,21,12,1
0,21,13,1
0,21,14,1
0,21,15,1
0,21,16,1
0,21,17,1
0,21,18,1
0,21,19,1
0,21,20,1
0,21,21,1
0,21,22,1
0,21,23,1
0,22,0,1
0,22,1,1
0,22,2,1
0,22,3,1
0,22,4,1
0,22,5,1
0,22,6,1
0,22,7,1
0,22,8,1
0,22,9,1
0,22,10,1
0,22,11,1
0,22,12,1
0,22,13,1
0,22,14,1
0,22,15,1
0,22,16,1
0,22,17,1
0,22,18,1
0,22,19,1
0,22,20,1
0,22,21,1
0,22,22,1
0,22,23,1
0,23,0,1
0,23,1,1
0,23,2,1
0,23,3,1
0,23,4,1
0,23,5,1
0,23,6,1
0,23,7,1
0,23,8,1
0,23,9,1
0,23,10,1
0,23,11,1
0,23,12,1
0,23,13,1
0,23,14,1
0,23,15,1
0,23,16,1
0,23,17,1
0,23,18,1
0,23,19,1
0,23,20,1
0,23,21,1
0,23,22,1
0,23,23,1
1,0,0,1
1,0,1,1
1,0,2,1
1,0,3,1
1,0,4,1
1,0,5,1
1,0,6,1
1,0,7,1
1,0,8,1
1,0,9,1
1,0,10,1
1,0,11,1
1,0,12,1
1,0,13,1
1,0,14,1
1,0,15,1
1,0,16,1
1,0,17,1
1,0,18,1
1,0,19,1
1,0,20,1
1,0,21,1
1,0,22,1
1,0,23,1
1,1,0,0.772756
1,1,1,0.815691
1,1,2,0.856447
1,1,3,0.892516
1,1,4,1
1,1,5,1
1,1,6,1
1,1,7,1
1,1,8,1
1,1,9,1
1,1,10,1
1,1,11,1
1,1,12,1
1,1,13,1
1,1,14,1
1,1,15,1
1,1,16,1
1,1,17,1
1,1,18,1
1,1,19,1
1,1,20,1
1,1,21,1
1,1,22,1
1,1,23,1
1,2,0,0.77611
1,2,1,0.819843
1,2,2,0.861817
1,2,3,0.899801
1,2,4,1
1,2,5,1
1,2,6,1
1,2,7,1
1,2,8,1
1,2,9,1
1,2,10,1
1,2,11,1
1,2,12,1
1,2,13,1
1,2,14,1
1,2,15,1
1,2,16,1
1,2,17,1
1,2,18,1
1,2,19,1
1,2,20,1
1,2,21,1
1,2,22,1
1,2,23,1
1,3,0,0.777086
1,3,1,0.821057
1,3,2,0.863405
1,3,3,0.902001
1,3,4,1
1,3,5,1
1,3,6,1
1,3,7,1
1,3,8,1
1,3,9,1
1,3,10,1
1,3,11,1
1,3,12,1
1,3,13,1
1,3,14,1
1,3,15,1
1,3,16,1
1,3,17,1
1,3,18,1
1,3,19,1
1,3,20,1
1,3,21,1
1,3,22,1
1,3,23,1
1,4,0,0.775653
1,4,1,0.819275
1,4,2,0.861079
1,4,3,0.898784
1,4,4,1
1,4,5,1
1,4,6,1
1,4,7,1
1,4,8,1
1,4,9,1
1,4,10,1
1,4,11,1
1,4,12,1
1,4,13,1
1,4,14,1
1,4,15,1
1,4,16,1
1,4,17,1
1,4,18,1
1,4,19,1
1,4,20,1
1,4,21,1
1,4,22,1
1,4,23,1
1,5,0,0.771857
1,5,1,0.814584
1,5,2,0.855028
1,5,3,0.890627
1,5,4,1
1,5,5,1
1,5,6,1
1,5,7,1
1,5,8,1
1,5,9,1
1,5,10,1
1,5,11,1
1,5,12,1
1,5,13,1
1,5,14,1
1,5,15,1
1,5,16,1
1,5,17,1
1,5,18,1
1,5,19,1
1,5,20,1
1,5,21,1
1,5,22,1
1,5,23,1
1,6,0,0.765812
1,6,1,0.807195
1,6,2,0.84569
1,6,3,0.878521
1,6,4,1
1,6,5,0.902168
1,6,6,0.88407
1,6,7,0.852976
1,6,8,0.815338
1,6,9,0.774408
1,6,10,0.731688
1,6,11,0.687912
1,6,12,0.64347
1,6,13,0.598582
1,6,14,0.553383
1,6,15,0.507959
1,6,16,0.462366
1,6,17,0.416644
1,6,18,0.370822
1,6,19,0.324919
1,6,20,0.278951
1,6,21,0.232931
1,6,22,1
1,6,23,1
1,7,0,0.757687
1,7,1,0.797403
1,7,2,0.833617
1,7,3,0.863513
1,7,4,1
1,7,5,0.884057
1,7,6,0.868427
1,7,7,0.840351
1,7,8,0.805137
1,7,9,0.765984
1,7,10,0.724568
1,7,11,0.68177
1,7,12,0.638081
1,7,13,0.593788
1,7,14,0.54907
1,7,15,0.50404
1,7,16,0.458777
1,7,17,0.413335
1,7,18,0.367752
1,7,19,0.322058
1,7,20,0.276272
1,7,21,0.230411
1,7,22,1
1,7,23,1
1,8,0,0.747683
1,8,1,0.785538
1,8,2,0.819357
1,8,3,0.846451
1,8,4,1
1,8,5,0.864385
1,8,6,0.850802
1,8,7,0.82554
1,8,8,0.792828
1,8,9,0.755639
1,8,10,0.715726
1,8,11,0.674088
1,8,12,0.631308
1,8,13,0.587742
1,8,14,0.543616
1,8,15,0.499076
1,8,16,0.454225
1,8,17,0.409133
1,8,18,0.363851
1,8,19,0.318418
1,8,20,0.272861
1,8,21,0.227203
1,8,22,1
1,8,23,1
1,9,0,0.736012
1,9,1,0.771922
1,9,2,0.803385
1,9,3,0.827946
1,9,4,1
1,9,5,0.843741
1,9,6,0.831817
1,9,7,0.80905
1,9,8,0.778763
1,9,9,0.743607
1,9,10,0.705319
1,9,11,0.664971
1,9,12,0.623225
1,9,13,0.580498
1,9,14,0.537061
1,9,15,0.493097
1,9,16,0.448732
1,9,17,0.404056
1,9,18,0.359133
1,9,19,0.314012
1,9,20,0.268729
1,9,21,0.223314
1,9,22,1
1,9,23,1
1,10,0,0.722886
1,10,1,0.75685
1,10,2,0.786085
1,10,3,0.808414
1,10,4,1
1,10,5,0.822463
1,10,6,0.811883
1,10,7,0.79128
1,10,8,0.763255
1,10,9,0.730111
1,10,10,0.693505
1,10,11,0.654534
1,10,12,0.613915
1,10,13,0.572117
1,10,14,0.529453
1,10,15,0.486139
1,10,16,0.442328
1,10,17,0.398126
1,10,18,0.353615
1,10,19,0.308854
1,10,20,0.263889
1,10,21,0.218755
1,10,22,1
1,10,23,1
1,11,0,0.708502
1,11,1,0.740575
1,11,2,0.767752
1,11,3,0.78814
1,11,4,1
1,11,5,0.800755
1,11,6,0.791272
1,11,7,0.772528
1,11,8,0.746568
1,11,9,0.715361
1,11,10,0.68044
1,11,11,0.642892
1,11,12,0.603464
1,11,13,0.562663
1,11,14,0.52084
1,11,15,0.478241
1,11,16,0.435042
1,11,17,0.391369
1,11,18,0.347319
1,11,19,0.302962
1,11,20,0.258354
1,11,21,0.213538
1,11,22,1
1,11,23,1
1,12,0,0.693035
1,12,1,0.72331
1,12,2,0.748613
1,12,3,0.767318
1,12,4,1
1,12,5,0.778743
1,12,6,0.770166
1,12,7,0.753019
1,12,8,0.728921
1,12,9,0.699541
1,12,10,0.666271
1,12,11,0.630159
1,12,12,0.591959
1,12,13,0.552206
1,12,14,0.511277
1,12,15,0.469445
1,12,16,0.426908
1,12,17,0.383812
1,12,18,0.340266
1,12,19,0.296354
1,12,20,0.25214
1,12,21,0.207675
1,12,22,1
1,12,23,1
1,13,0,0.676641
1,13,1,0.705228
1,13,2,0.728839
1,13,3,0.746083
1,13,4,1
1,13,5,0.756509
1,13,6,0.74869
1,13,7,0.732918
1,13,8,0.710488
1,13,9,0.682811
1,13,10,0.651133
1,13,11,0.616444
1,13,12,0.579488
1,13,13,0.540813
1,13,14,0.500817
1,13,15,0.459795
1,13,16,0.417963
1,13,17,0.375483
1,13,18,0.332481
1,13,19,0.289049
1,13,20,0.245263
1,13,21,0.201181
1,13,22,1
1,13,23,1
1,14,0,0.659455
1,14,1,0.68647
1,14,2,0.708558
1,14,3,0.724529
1,14,4,1
1,14,5,0.734109
1,14,6,0.726931
1,14,7,0.712349
1,14,8,0.691411
1,14,9,0.665308
1,14,10,0.635146
1,14,11,0.601847
1,14,12,0.566133
1,14,13,0.528552
1,14,14,0.489516
1,14,15,0.449335
1,14,16,0.408242
1,14,17,0.366414
1,14,18,0.323988
1,14,19,0.281069
1,14,20,0.237741
1,14,21,0.19407
1,14,22,1
1,14,23,1
1,15,0,0.64159
1,15,1,0.667152
1,15,2,0.687869
1,15,3,0.702727
1,15,4,1
1,15,5,0.711581
1,15,6,0.704951
1,15,7,0.691406
1,15,8,0.671802
1,15,9,0.647146
1,15,10,0.618417
1,15,11,0.586463
1,15,12,0.551974
1,15,13,0.51549
1,15,14,0.477429
1,15,15,0.438111
1,15,16,0.397784
1,15,17,0.356635
1,15,18,0.314814
1,15,19,0.272437
1,15,20,0.229594
1,15,21,0.18636
1,15,22,1
1,15,23,1
1,16,0,0.623142
1,16,1,0.647364
1,16,2,0.666849
1,16,3,0.680727
1,16,4,1
1,16,5,0.688955
1,16,6,0.682797
1,16,7,0.67016
1,16,8,0.65175
1,16,9,0.628422
1,16,10,0.601039
1,16,11,0.570376
1,16,12,0.537084
1,16,13,0.501689
1,16,14,0.464608
1,16,15,0.426168
1,16,16,0.386625
1,16,17,0.346179
1,16,18,0.304987
1,16,19,0.263174
1,16,20,0.220841
1,16,21,0.178067
1,16,22,1
1,16,23,1
1,17,0,0.604193
1,17,1,0.627182
1,17,2,0.645556
1,17,3,0.658568
1,17,4,1
1,17,5,0.666248
1,17,6,0.660502
1,17,7,0.648667
1,17,8,0.631328
1,17,9,0.609218
1,17,10,0.583094
1,17,11,0.553662
1,17,12,0.521531
1,17,13,0.487208
1,17,14,0.451105
1,17,15,0.41355
1,17,16,0.374804
1,17,17,0.335077
1,17,18,0.294533
1,17,19,0.253305
1,17,20,0.211501
1,17,21,0.169209
1,17,22,1
1,17,23,1
1,18,0,0.584812
1,18,1,0.606667
1,18,2,0.624037
1,18,3,0.636278
1,18,4,1
1,18,5,0.643478
1,18,6,0.638093
1,18,7,0.626968
1,18,8,0.610594
1,18,9,0.589599
1,18,10,0.564652
1,18,11,0.536389
1,18,12,0.505378
1,18,13,0.472105
1,18,14,0.436969
1,18,15,0.400299
1,18,16,0.362358
1,18,17,0.323361
1,18,18,0.283479
1,18,19,0.242853
1,18,20,0.201597
1,18,21,0.159802
1,18,22,1
1,18,23,1
1,19,0,0.565057
1,19,1,0.585868
1,19,2,0.602328
1,19,3,0.61388
1,19,4,1
1,19,5,0.620655
1,19,6,0.61559
1,19,7,0.605098
1,19,8,0.589596
1,19,9,0.569624
1,19,10,0.545772
1,19,11,0.518616
1,19,12,0.488683
1,19,13,0.45643
1,19,14,0.422247
1,19,15,0.386456
1,19,16,0.349322
1,19,17,0.311062
1,19,18,0.271854
1,19,19,0.231842
1,19,20,0.191147
1,19,21,0.149866
1,19,22,1
1,19,23,1
1,20,0,0.544976
1,20,1,0.564825
1,20,2,0.580459
1,20,3,0.591392
1,20,4,1
1,20,5,1
1,20,6,1
1,20,7,1
1,20,8,1
1,20,9,1
1,20,10,1
1,20,11,1
1,20,12,1
1,20,13,1
1,20,14,1
1,20,15,1
1,20,16,1
1,20,17,1
1,20,18,1
1,20,19,1
1,20,20,1
1,20,21,1
1,20,22,1
1,20,23,1
1,21,0,0.52461
1,21,1,0.543573
1,21,2,0.558453
1,21,3,0.568828
1,21,4,1
1,21,5,1
1,21,6,1
1,21,7,1
1,21,8,1
1,21,9,1
1,21,10,1
1,21,11,1
1,21,12,1
1,21,13,1
1,21,14,1
1,21,15,1
1,21,16,1
1,21,17,1
1,21,18,1
1,21,19,1
1,21,20,1
1,21,21,1
1,21,22,1
1,21,23,1
1,22,0,0.503994
1,22,1,0.522139
1,22,2,0.536331
1,22,3,0.5462
1,22,4,1
1,22,5,1
1,22,6,1
1,22,7,1
1,22,8,1
1,22,9,1
1,22,10,1
1,22,11,1
1,22,12,1
1,22,13,1
1,22,14,1
1,22,15,1
1,22,16,1
1,22,17,1
1,22,18,1
1,22,19,1
1,22,20,1
1,22,21,1
1,22,22,1
1,22,23,1
1,23,0,1
1,23,1,1
1,23,2,1
1,23,3,1
1,23,4,1
1,23,5,1
1,23,6,1
1,23,7,1
1,23,8,1
1,23,9,1
1,23,10,1
1,23,11,1
1,23,12,1
1,23,13,1
1,23,14,1
1,23,15,1
1,23,16,1
1,23,17,1
1,23,18,1
1,23,19,1
1,23,20,1
1,23,21,1
1,23,22,1
1,23,23,1
2,0,0,1
2,0,1,1
2,0,2,1
2,0,3,1
2,0,4,1
2,0,5,1
2,0,6,1
2,0,7,1
2,0,8,1
2,0,9,1
2,0,10,1
2,0,11,1
2,0,12,1
2,0,13,1
2,0,14,1
2,0,15,1
2,0,16,1
2,0,17,1
2,0,18,1
2,0,19,1
2,0,20,1
2,0,21,1
2,0,22,1
2,0,23,1
2,1,0,0.778151
2,1,1,0.822386
2,1,2,0.86515
2,1,3,0.904449
2,1,4,1
2,1,5,1
2,1,6,1
2,1,7,1
2,1,8,1
2,1,9,1
2,1,10,1
2,1,11,1
2,1,12,1
2,1,13,1
2,1,14,1
2,1,15,1
2,1,16,1
2,1,17,1
2,1,18,1
2,1,19,1
2,1,20,1
2,1,21,1
2,1,22,1
2,1,23,1
2,2,0,0.781588
2,2,1,0.826697
2,2,2,0.870882
2,2,3,0.912725
2,2,4,1
2,2,5,1
2,2,6,1
2,2,7,1
2,2,8,1
2,2,9,1
2,2,10,1
2,2,11,1
2,2,12,1
2,2,13,1
2,2,14,1
2,2,15,1
2,2,16,1
2,2,17,1
2,2,18,1
2,2,19,1
2,2,20,1
2,2,21,1
2,2,22,1
2,2,23,1
2,3,0,0.782589
2,3,1,0.82796
2,3,2,0.872582
2,3,3,0.91526
2,3,4,1
2,3,5,1
2,3,6,1
2,3,7,1
2,3,8,1
2,3,9,1
2,3,10,1
2,3,11,1
2,3,12,1
2,3,13,1
2,3,14,1
2,3,15,1
2,3,16,1
2,3,17,1
2,3,18,1
2,3,19,1
2,3,20,1
2,3,21,1
2,3,22,1
2,3,23,1
2,4,0,0.78112
2,4,1,0.826108
2,4,2,0.870091
2,4,3,0.91156
2,4,4,1
2,4,5,1
2,4,6,1
2,4,7,1
2,4,8,1
2,4,9,1
2,4,10,1
2,4,11,1
2,4,12,1
2,4,13,1
2,4,14,1
2,4,15,1
2,4,16,1
2,4,17,1
2,4,18,1
2,4,19,1
2,4,20,1
2,4,21,1
2,4,22,1
2,4,23,1
2,5,0,0.77723
2,5,1,0.821237
2,5,2,0.86364
2,5,3,0.90233
2,5,4,1
2,5,5,1
2,5,6,1
2,5,7,1
2,5,8,1
2,5,9,1
2,5,10,1
2,5,11,1
2,5,12,1
2,5,13,1
2,5,14,1
2,5,15,1
2,5,16,1
2,5,17,1
2,5,18,1
2,5,19,1
2,5,20,1
2,5,21,1
2,5,22,1
2,5,23,1
2,6,0,0.771044
2,6,1,0.813584
2,6,2,0.853751
2,6,3,0.888941
2,6,4,1
2,6,5,0.915453
2,6,6,0.895039
2,6,7,0.861461
2,6,8,0.822019
2,6,9,0.779843
2,6,10,0.736242
2,6,11,0.691819
2,6,12,0.646884
2,6,13,0.601612
2,6,14,0.556104
2,6,15,0.510427
2,6,16,0.464624
2,6,17,0.418725
2,6,18,0.37275
2,6,19,0.326716
2,6,20,0.280634
2,6,21,0.234512
2,6,22,1
2,6,23,1
2,7,0,0.762739
2,7,1,0.803474
2,7,2,0.841065
2,7,3,0.872698
2,7,4,1
2,7,5,0.895025
2,7,6,0.877982
2,7,7,0.848129
2,7,8,0.811456
2,7,9,0.771219
2,7,10,0.729002
2,7,11,0.6856
2,7,12,0.641444
2,7,13,0.596782
2,7,14,0.551764
2,7,15,0.506489
2,7,16,0.46102
2,7,17,0.415404
2,7,18,0.369672
2,7,19,0.323847
2,7,20,0.277948
2,7,21,0.231987
2,7,22,1
2,7,23,1
2,8,0,0.752531
2,8,1,0.791263
2,8,2,0.826193
2,8,3,0.854555
2,8,4,1
2,8,5,0.873634
2,8,6,0.859156
2,8,7,0.832628
2,8,8,0.79876
2,8,9,0.760648
2,8,10,0.72002
2,8,11,0.677826
2,8,12,0.634609
2,8,13,0.590691
2,8,14,0.546278
2,8,15,0.5015
2,8,16,0.456449
2,8,17,0.411187
2,8,18,0.365758
2,8,19,0.320197
2,8,20,0.274529
2,8,21,0.228772
2,8,22,1
2,8,23,1
2,9,0,0.740642
2,9,1,0.777297
2,9,2,0.809647
2,9,3,0.835137
2,9,4,1
2,9,5,0.851697
2,9,6,0.839182
2,9,7,0.815504
2,9,8,0.784308
2,9,9,0.748376
2,9,10,0.709459
2,9,11,0.668607
2,9,12,0.626454
2,9,13,0.583396
2,9,14,0.539686
2,9,15,0.495493
2,9,16,0.450934
2,9,17,0.406092
2,9,18,0.361026
2,9,19,0.31578
2,9,20,0.270388
2,9,21,0.224875
2,9,22,1
2,9,23,1
2,10,0,0.727293
2,10,1,0.761884
2,10,2,0.791825
2,10,3,0.814845
2,10,4,1
2,10,5,0.829424
2,10,6,0.818438
2,10,7,0.797167
2,10,8,0.768429
2,10,9,0.734638
2,10,10,0.697483
2,10,11,0.658059
2,10,12,0.617066
2,10,13,0.574957
2,10,14,0.532034
2,10,15,0.488502
2,10,16,0.444504
2,10,17,0.400142
2,10,18,0.355492
2,10,19,0.310609
2,10,20,0.265537
2,10,21,0.220307
2,10,22,1
2,10,23,1
2,11,0,0.712688
2,11,1,0.745288
2,11,2,0.773028
2,11,3,0.793938
2,11,4,1
2,11,5,0.806931
2,11,6,0.79716
2,11,7,0.777918
2,11,8,0.751395
2,11,9,0.719649
2,11,10,0.684253
2,11,11,0.646301
2,11,12,0.606531
2,11,13,0.565442
2,11,14,0.523375
2,11,15,0.480568
2,11,16,0.43719
2,11,17,0.393363
2,11,18,0.349178
2,11,19,0.304702
2,11,20,0.25999
2,11,21,0.21508
2,11,22,1
2,11,23,1
2,12,0,0.697007
2,12,1,0.727723
2,12,2,0.753479
2,12,3,0.772584
2,12,4,1
2,12,5,0.784287
2,12,6,0.775499
2,12,7,0.757973
2,12,8,0.733427
2,12,9,0.7036
2,12,10,0.669921
2,12,11,0.633449
2,12,12,0.594939
2,12,13,0.554919
2,12,14,0.513762
2,12,15,0.471734
2,12,16,0.429026
2,12,17,0.385781
2,12,18,0.342105
2,12,19,0.298078
2,12,20,0.253762
2,12,21,0.209205
2,12,22,1
2,12,23,1
2,13,0,0.68041
2,13,1,0.709366
2,13,2,0.733344
2,13,3,0.750899
2,13,4,1
2,13,5,0.761536
2,13,6,0.753558
2,13,7,0.737493
2,13,8,0.714703
2,13,9,0.686654
2,13,10,0.654623
2,13,11,0.619615
2,13,12,0.582379
2,13,13,0.543458
2,13,14,0.50325
2,13,15,0.462042
2,13,16,0.420048
2,13,17,0.377426
2,13,18,0.334298
2,13,19,0.290755
2,13,20,0.24687
2,13,21,0.202699
2,13,22,1
2,13,23,1
2,14,0,0.663031
2,14,1,0.690358
2,14,2,0.712744
2,14,3,0.728963
2,14,4,1
2,14,5,0.738705
2,14,6,0.731404
2,14,7,0.716592
2,14,8,0.695362
2,14,9,0.668947
2,14,10,0.638482
2,14,11,0.604902
2,14,12,0.568934
2,14,13,0.531129
2,14,14,0.491895
2,14,15,0.45154
2,14,16,0.410293
2,14,17,0.368329
2,14,18,0.325782
2,14,19,0.282756
2,14,20,0.239332
2,14,21,0.195575
2,14,22,1
2,14,23,1
2,15,0,0.644986
2,15,1,0.670811
2,15,2,0.691775
2,15,3,0.706831
2,15,4,1
2,15,5,0.715813
2,15,6,0.709086
2,15,7,0.695357
2,15,8,0.675514
2,15,9,0.650596
2,15,10,0.621605
2,15,11,0.589403
2,15,12,0.554686
2,15,13,0.517996
2,15,14,0.479752
2,15,15,0.440272
2,15,16,0.399799
2,15,17,0.358521
